follower_id,followee_id
10001,10545
10001,10546
10001,10547
10001,10548
10001,10549
10001,10550
10001,10551
10001,10552
10001,10553
10001,10554
10001,10555
10001,10556
10001,10557
10001,10558
10001,10559
10001,10560
10001,10561
10001,10562
10001,10563
10001,10564
10001,10565
10001,10566
10001,10567
10001,10568
10001,10569
10001,10570
10001,10571
10001,10572
10001,10573
10001,10574
10001,10575
10001,10576
10001,10577
10001,10578
10001,10579
10001,10580
10001,10581
10001,10582
10001,10583
10001,10584
10001,10585
10001,10586
10001,10587
10001,10588
10001,10589
10001,10590
10001,10591
10001,10592
10001,10593
10001,10594
10001,10595
10001,10596
10001,10597
10001,10598
10001,10599
10001,10600
10001,10601
10001,10602
10001,10603
10001,10604
10001,10605
10001,10606
10001,10607
10001,10608
10001,10609
10001,10610
10001,10611
10001,10612
10001,10613
10001,10614
10001,10615
10001,10616
10001,10617
10001,10618
10001,10619
10001,10620
10001,10621
10001,10622
10001,10623
10001,10624
10001,10625
10001,10626
10001,10627
10001,10628
10001,10629
10001,10630
10001,10631
10001,10632
10001,10633
10001,10634
10001,10635
10001,10636
10001,10637
10001,10638
10001,10639
10001,10640
10001,10641
10001,10642
10001,10643
10001,10644
10001,10645
10001,10646
10001,10647
10001,10648
10001,10649
10001,10650
10001,10651
10001,10652
10001,10653
10001,10654
10001,10655
10001,10656
10001,10657
10001,10658
10001,10659
10001,10660
10001,10661
10001,10662
10001,10663
10001,10664
10001,10665
10001,10666
10001,10667
10001,10668
10001,10669
10001,10670
10001,10671
10001,10672
10001,10673
10001,10674
10001,10675
10001,10676
10001,10677
10001,10678
10001,10679
10001,10680
10001,10681
10001,10682
10001,10683
10001,10684
10001,10685
10001,10686
10001,10687
10001,10688
10001,10689
10001,10690
10001,10691
10001,10692
10001,10693
10001,10694
10001,10695
10001,10696
10001,10697
10001,10698
10001,10699
10001,10700
10001,10701
10001,10702
10001,10703
10001,10704
10001,10705
10001,10706
10001,10707
10001,10708
10001,10709
10001,10710
10001,10711
10001,10712
10001,10713
10001,10714
10001,10715
10001,10716
10001,10717
10001,10718
10001,10719
10001,10720
10001,10721
10001,10722
10001,10723
10001,10724
10001,10725
10001,10726
10001,10727
10001,10728
10001,10729
10001,10730
10001,10731
10001,10732
10001,10733
10001,10734
10001,10735
10001,10736
10001,10737
10001,10738
10001,10739
10001,10740
10001,10741
10001,10742
10001,10743
10001,10744
10001,10745
10001,10746
10001,10747
10001,10748
10001,10749
10001,10750
10001,10751
10001,10752
10001,10753
10001,10754
10001,10755
10001,10756
10001,10757
10001,10758
10001,10759
10001,10760
10001,10761
10001,10762
10001,10763
10001,10764
10001,10765
10001,10766
10001,10767
10001,10768
10001,10769
10001,10770
10001,10771
10001,10772
10001,10773
10001,10774
10001,10775
10001,10776
10001,10777
10001,10778
10001,10779
10001,10780
10001,10781
10001,10782
10001,10783
10001,10784
10001,10785
10001,10786
10001,10787
10001,10788
10001,10789
10001,10790
10001,10791
10001,10792
10001,10793
10001,10794
10001,10795
10001,10796
10001,10797
10001,10798
10001,10799
10001,10800
10001,10801
10001,10802
10001,10803
10001,10804
10001,10805
10001,10806
10001,10807
10001,10808
10001,10809
10001,10810
10001,10811
10001,10812
10001,10813
10001,10814
10001,10815
10001,10816
10001,10817
10001,10818
10001,10819
10001,10820
10001,10821
10001,10822
10001,10823
10001,10824
10001,10825
10001,10826
10001,10827
10001,10828
10001,10829
10001,10830
10001,10831
10001,10832
10001,10833
10001,10834
10001,10835
10001,10836
10001,10837
10001,10838
10001,10839
10001,10840
10001,10841
10001,10842
10001,10843
10001,10844
10001,10845
10001,10846
10001,10847
10001,10848
10001,10849
10001,10850
10001,10851
10001,10852
10001,10853
10001,10854
10001,10855
10001,10856
10001,10857
10001,10858
10001,10859
10001,10860
10001,10861
10001,10862
10001,10863
10001,10864
10001,10865
10001,10866
10001,10867
10001,10868
10001,10869
10001,10870
10001,10871
10001,10872
10001,10873
10001,10874
10001,10875
10001,10876
10001,10877
10001,10878
10001,10879
10001,10880
10001,10881
10001,10882
10001,10883
10001,10884
10001,10885
10001,10886
10001,10887
10001,10888
10001,10889
10001,10890
10001,10891
10001,10892
10001,10893
10001,10894
10001,10895
10001,10896
10001,10897
10001,10898
10001,10899
10001,10900
10001,10901
10001,10902
10001,10903
10001,10904
10001,10905
10001,10906
10001,10907
10001,10908
10001,10909
10001,10910
10001,10911
10001,10912
10001,10913
10001,10914
10001,10915
10001,10916
10001,10917
10001,10918
10001,10919
10001,10920
10001,10921
10001,10922
10001,10923
10001,10924
10001,10925
10001,10926
10001,10927
10001,10928
10001,10929
10001,10930
10001,10931
10001,10932
10001,10933
10001,10934
10001,10935
10001,10936
10001,10937
10001,10938
10001,10939
10001,10940
10001,10941
10001,10942
10001,10943
10001,10944
10001,10945
10001,10946
10001,10947
10001,10948
10001,10949
10001,10950
10001,10951
10001,10952
10001,10953
10001,10954
10001,10955
10001,10956
10001,10957
10001,10958
10001,10959
10001,10960
10001,10961
10001,10962
10001,10963
10001,10964
10001,10965
10001,10966
10001,10967
10001,10968
10001,10969
10001,10970
10001,10971
10001,10972
10001,10973
10001,10974
10001,10975
10001,10976
10001,10977
10001,10978
10001,10979
10001,10980
10001,10981
10001,10982
10001,10983
10001,10984
10001,10985
10001,10986
10001,10987
10001,10988
10001,10989
10001,10990
10001,10991
10001,10992
10001,10993
10001,10994
10001,10995
10001,10996
10001,10997
10001,10998
10001,10999
10001,11000
10001,11001
10001,11002
10001,11003
10001,11004
10001,11005
10001,11006
10001,11007
10001,11008
10001,11009
10001,11010
10001,11011
10001,11012
10001,11013
10001,11014
10001,11015
10001,11016
10001,11017
10001,11018
10001,11019
10001,11020
10001,11021
10001,11022
10001,11023
10001,11024
10001,11025
10001,11026
10001,11027
10001,11028
10001,11029
10001,11030
10001,11031
10001,11032
10001,11033
10001,11034
10001,11035
10001,11036
10001,11037
10001,11038
10001,11039
10001,11040
10001,11041
10001,11042
10001,11043
10001,11044
10001,11045
10001,11046
10001,11047
10001,11048
10001,11049
10001,11050
10001,11051
10001,11052
10001,11053
10001,11054
10001,11055
10001,11056
10001,11057
10001,11058
10001,11059
10001,11060
10001,11061
10001,11062
10001,11063
10001,11064
10001,11065
10001,11066
10001,11067
10001,11068
10001,11069
10001,11070
10001,11071
10001,11072
10001,11073
10001,11074
10001,11075
10001,11076
10001,11077
10001,11078
10001,11079
10001,11080
10001,11081
10001,11082
10001,11083
10001,11084
10001,11085
10001,11086
10001,11087
10001,11088
10001,11089
10001,11090
10001,11091
10001,11092
10001,11093
10001,11094
10001,11095
10001,11096
10001,11097
10001,11098
10001,11099
10001,11100
10001,11101
10001,11102
10001,11103
10001,11104
10001,11105
10001,11106
10001,11107
10001,11108
10001,11109
10001,11110
10001,11111
10001,11112
10001,11113
10001,11114
10001,11115
10001,11116
10001,11117
10001,11118
10001,11119
10001,11120
10001,11121
10001,11122
10001,11123
10001,11124
10001,11125
10001,11126
10001,11127
10001,11128
10001,11129
10001,11130
10001,11131
10001,11132
10001,11133
10001,11134
10001,11135
10001,11136
10001,11137
10001,11138
10001,11139
10001,11140
10001,11141
10001,11142
10001,11143
10001,11144
10001,11145
10001,11146
10001,11147
10001,11148
10001,11149
10001,11150
10001,11151
10001,11152
10001,11153
10001,11154
10001,11155
10001,11156
10001,11157
10001,11158
10001,11159
10001,11160
10001,11161
10001,11162
10001,11163
10001,11164
10001,11165
10001,11166
10001,11167
10001,11168
10001,11169
10001,11170
10001,11171
10001,11172
10001,11173
10001,11174
10001,11175
10001,11176
10001,11177
10001,11178
10001,11179
10001,11180
10001,11181
10001,11182
10001,11183
10001,11184
10001,11185
10001,11186
10001,11187
10001,11188
10001,11189
10001,11190
10001,11191
10001,11192
10001,11193
10001,11194
10001,11195
10001,11196
10001,11197
10001,11198
10001,11199
10001,11200
10001,11201
10001,11202
10001,11203
10001,11204
10001,11205
10001,11206
10001,11207
10001,11208
10001,11209
10001,11210
10001,11211
10001,11212
10001,11213
10001,11214
10001,11215
10001,11216
10001,11217
10001,11218
10001,11219
10001,11220
10001,11221
10001,11222
10001,11223
10001,11224
10001,11225
10001,11226
10001,11227
10001,11228
10001,11229
10001,11230
10001,11231
10001,11232
10001,11233
10001,11234
10001,11235
10001,11236
10001,11237
10001,11238
10001,11239
10001,11240
10001,11241
10001,11242
10001,11243
10001,11244
10001,11245
10001,11246
10001,11247
10001,11248
10001,11249
10001,11250
10001,11251
10001,11252
10001,11253
10001,11254
10001,11255
10001,11256
10001,11257
10001,11258
10001,11259
10001,11260
10001,11261
10001,11262
10001,11263
10001,11264
10001,11265
10001,11266
10001,11267
10001,11268
10001,11269
10001,11270
10001,11271
10001,11272
10001,11273
10001,11274
10001,11275
10001,11276
10001,11277
10001,11278
10001,11279
10001,11280
10001,11281
10001,11282
10001,11283
10001,11284
10001,11285
10001,11286
10001,11287
10001,11288
10001,11289
10001,11290
10001,11291
10001,11292
10001,11293
10001,11294
10001,11295
10001,11296
10001,11297
10001,11298
10001,11299
10001,11300
10001,11301
10001,11302
10001,11303
10001,11304
10001,11305
10001,11306
10001,11307
10001,11308
10001,11309
10001,11310
10001,11311
10001,11312
10001,11313
10001,11314
10001,11315
10001,11316
10001,11317
10001,11318
10001,11319
10001,11320
10001,11321
10001,11322
10001,11323
10001,11324
10001,11325
10001,11326
10001,11327
10001,11328
10001,11329
10001,11330
10001,11331
10001,11332
10001,11333
10001,11334
10001,11335
10001,11336
10001,11337
10001,11338
10001,11339
10001,11340
10001,11341
10001,11342
10001,11343
10001,11344
10001,11345
10001,11346
10001,11347
10001,11348
10001,11349
10001,11350
10001,11351
10001,11352
10001,11353
10001,11354
10001,11355
10001,11356
10001,11357
10001,11358
10001,11359
10001,11360
10001,11361
10001,11362
10001,11363
10001,11364
10001,11365
10001,11366
10001,11367
10001,11368
10001,11369
10001,11370
10001,11371
10001,11372
10001,11373
10001,11374
10001,11375
10001,11376
10001,11377
10001,11378
10001,11379
10001,11380
10001,11381
10001,11382
10001,11383
10001,11384
10001,11385
10001,11386
10001,11387
10001,11388
10001,11389
10001,11390
10001,11391
10001,11392
10001,11393
10001,11394
10001,11395
10001,11396
10001,11397
10001,11398
10001,11399
10001,11400
10001,11401
10001,11402
10001,11403
10001,11404
10001,11405
10001,11406
10001,11407
10001,11408
10001,11409
10001,11410
10001,11411
10001,11412
10001,11413
10001,11414
10001,11415
10001,11416
10001,11417
10001,11418
10001,11419
10001,11420
10001,11421
10001,11422
10001,11423
10001,11424
10001,11425
10001,11426
10001,11427
10001,11428
10001,11429
10001,11430
10001,11431
10001,11432
10001,11433
10001,11434
10001,11435
10001,11436
10001,11437
10001,11438
10001,11439
10001,11440
10001,11441
10001,11442
10001,11443
10001,11444
10001,11445
10001,11446
10001,11447
10001,11448
10001,11449
10001,11450
10001,11451
10001,11452
10001,11453
10001,11454
10001,11455
10001,11456
10001,11457
10001,11458
10001,11459
10001,11460
10001,11461
10001,11462
10001,11463
10001,11464
10001,11465
10001,11466
10001,11467
10001,11468
10001,11469
10001,11470
10001,11471
10001,11472
10001,11473
10001,11474
10001,11475
10001,11476
10001,11477
10001,11478
10001,11479
10001,11480
10001,11481
10001,11482
10001,11483
10001,11484
10001,11485
10001,11486
10001,11487
10001,11488
10001,11489
10001,11490
10001,11491
10001,11492
10001,11493
10001,11494
10001,11495
10001,11496
10001,11497
10001,11498
10001,11499
10001,11500
10001,11501
10001,11502
10001,11503
10001,11504
10001,11505
10001,11506
10001,11507
10001,11508
10001,11509
10001,11510
10001,11511
10001,11512
10001,11513
10001,11514
10001,11515
10001,11516
10001,11517
10001,11518
10001,11519
10001,11520
10001,11521
10001,11522
10001,11523
10001,11524
10001,11525
10001,11526
10001,11527
10001,11528
10001,11529
10001,11530
10001,11531
10001,11532
10001,11533
10001,11534
10001,11535
10001,11536
10001,11537
10001,11538
10001,11539
10001,11540
10001,11541
10001,11542
10001,11543
10001,11544
10001,11545
10001,11546
10001,11547
10001,11548
10001,11549
10001,11550
10001,11551
10001,11552
10001,11553
10001,11554
10001,11555
10001,11556
10001,11557
10001,11558
10001,11559
10001,11560
10001,11561
10001,11562
10001,11563
10001,11564
10001,11565
10001,11566
10001,11567
10001,11568
10001,11569
10001,11570
10001,11571
10001,11572
10001,11573
10001,11574
10001,11575
10001,11576
10001,11577
10001,11578
10001,11579
10001,11580
10001,11581
10001,11582
10001,11583
10001,11584
10001,11585
10001,11586
10001,11587
10001,11588
10001,11589
10001,11590
10001,11591
10001,11592
10001,11593
10001,11594
10001,11595
10001,11596
10001,11597
10001,11598
10001,11599
10001,11600
10001,11601
10001,11602
10001,11603
10001,11604
10001,11605
10001,11606
10001,11607
10001,11608
10001,11609
10001,11610
10001,11611
10001,11612
10001,11613
10001,11614
10001,11615
10001,11616
10001,11617
10001,11618
10001,11619
10001,11620
10001,11621
10001,11622
10001,11623
10001,11624
10001,11625
10001,11626
10001,11627
10001,11628
10001,11629
10001,11630
10001,11631
10001,11632
10001,11633
10001,11634
10001,11635
10001,11636
10001,11637
10001,11638
10001,11639
10001,11640
10001,11641
10001,11642
10001,11643
10001,11644
10001,11645
10001,11646
10001,11647
10001,11648
10001,11649
10001,11650
10001,11651
10001,11652
10001,11653
10001,11654
10001,11655
10001,11656
10001,11657
10001,11658
10001,11659
10001,11660
10001,11661
10001,11662
10001,11663
10001,11664
10001,11665
10001,11666
10001,11667
10001,11668
10001,11669
10001,11670
10001,11671
10001,11672
10001,11673
10001,11674
10001,11675
10001,11676
10001,11677
10001,11678
10001,11679
10001,11680
10001,11681
10001,11682
10001,11683
10001,11684
10001,11685
10001,11686
10001,11687
10001,11688
10001,11689
10001,11690
10001,11691
10001,11692
10001,11693
10001,11694
10001,11695
10001,11696
10001,11697
10001,11698
10001,11699
10001,11700
10001,11701
10001,11702
10001,11703
10001,11704
10001,11705
10001,11706
10001,11707
10001,11708
10001,11709
10001,11710
10001,11711
10001,11712
10001,11713
10001,11714
10001,11715
10001,11716
10001,11717
10001,11718
10001,11719
10001,11720
10001,11721
10001,11722
10001,11723
10001,11724
10001,11725
10001,11726
10001,11727
10001,11728
10001,11729
10001,11730
10001,11731
10001,11732
10001,11733
10001,11734
10001,11735
10001,11736
10001,11737
10001,11738
10001,11739
10001,11740
10001,11741
10001,11742
10001,11743
10001,11744
10001,11745
10001,11746
10001,11747
10001,11748
10001,11749
10001,11750
10001,11751
10001,11752
10001,11753
10001,11754
10001,11755
10001,11756
10001,11757
10001,11758
10001,11759
10001,11760
10001,11761
10001,11762
10001,11763
10001,11764
10001,11765
10001,11766
10001,11767
10001,11768
10001,11769
10001,11770
10001,11771
10001,11772
10001,11773
10001,11774
10001,11775
10001,11776
10001,11777
10001,11778
10001,11779
10001,11780
10001,11781
10001,11782
10001,11783
10001,11784
10001,11785
10001,11786
10001,11787
10001,11788
10001,11789
10001,11790
10001,11791
10001,11792
10001,11793
10001,11794
10001,11795
10001,11796
10001,11797
10001,11798
10001,11799
10001,11800
10001,11801
10001,11802
10001,11803
10001,11804
10001,11805
10001,11806
10001,11807
10001,11808
10001,11809
10001,11810
10001,11811
10001,11812
10001,11813
10001,11814
10001,11815
10001,11816
10001,11817
10001,11818
10001,11819
10001,11820
10001,11821
10001,11822
10001,11823
10001,11824
10001,11825
10001,11826
10001,11827
10001,11828
10001,11829
10001,11830
10001,11831
10001,11832
10001,11833
10001,11834
10001,11835
10001,11836
10001,11837
10001,11838
10001,11839
10001,11840
10001,11841
10001,11842
10001,11843
10001,11844
10001,11845
10001,11846
10001,11847
10001,11848
10001,11849
10001,11850
10001,11851
10001,11852
10001,11853
10001,11854
10001,11855
10001,11856
10001,11857
10001,11858
10001,11859
10001,11860
10001,11861
10001,11862
10001,11863
10001,11864
10001,11865
10001,11866
10001,11867
10001,11868
10001,11869
10001,11870
10001,11871
10001,11872
10001,11873
10001,11874
10001,11875
10001,11876
10001,11877
10001,11878
10001,11879
10001,11880
10001,11881
10001,11882
10001,11883
10001,11884
10001,11885
10001,11886
10001,11887
10001,11888
10001,11889
10001,11890
10001,11891
10001,11892
10001,11893
10001,11894
10001,11895
10001,11896
10001,11897
10001,11898
10001,11899
10001,11900
10001,11901
10001,11902
10001,11903
10001,11904
10001,11905
10001,11906
10001,11907
10001,11908
10001,11909
10001,11910
10001,11911
10001,11912
10001,11913
10001,11914
10001,11915
10001,11916
10001,11917
10001,11918
10001,11919
10001,11920
10001,11921
10001,11922
10001,11923
10001,11924
10001,11925
10001,11926
10001,11927
10001,11928
10001,11929
10001,11930
10001,11931
10001,11932
10001,11933
10001,11934
10001,11935
10001,11936
10001,11937
10001,11938
10001,11939
10001,11940
10001,11941
10001,11942
10001,11943
10001,11944
10001,11945
10001,11946
10001,11947
10001,11948
10001,11949
10001,11950
10001,11951
10001,11952
10001,11953
10001,11954
10001,11955
10001,11956
10001,11957
10001,11958
10001,11959
10001,11960
10001,11961
10001,11962
10001,11963
10001,11964
10001,11965
10001,11966
10001,11967
10001,11968
10001,11969
10001,11970
10001,11971
10001,11972
10001,11973
10001,11974
10001,11975
10001,11976
10001,11977
10001,11978
10001,11979
10001,11980
10001,11981
10001,11982
10001,11983
10001,11984
10001,11985
10001,11986
10001,11987
10001,11988
10001,11989
10001,11990
10001,11991
10001,11992
10001,11993
10001,11994
10001,11995
10001,11996
10001,11997
10001,11998
10001,11999
10001,12000
10001,12001
10001,12002
10001,12003
10001,12004
10001,12005
10001,12006
10001,12007
10001,12008
10001,12009
10001,12010
10001,12011
10001,12012
10001,12013
10001,12014
10001,12015
10001,12016
10001,12017
10001,12018
10001,12019
10001,12020
10001,12021
10001,12022
10001,12023
10001,12024
10001,12025
10001,12026
10001,12027
10001,12028
10001,12029
10001,12030
10001,12031
10001,12032
10001,12033
10001,12034
10001,12035
10001,12036
10001,12037
10001,12038
10001,12039
10001,12040
10001,12041
10001,12042
10001,12043
10001,12044
10001,12045
10001,12046
10001,12047
10001,12048
10001,12049
10001,12050
10001,12051
10001,12052
10001,12053
10001,12054
10001,12055
10001,12056
10001,12057
10001,12058
10001,12059
10001,12060
10001,12061
10001,12062
10001,12063
10001,12064
10001,12065
10001,12066
10001,12067
10001,12068
10001,12069
10001,12070
10001,12071
10001,12072
10001,12073
10001,12074
10001,12075
10001,12076
10001,12077
10001,12078
10001,12079
10001,12080
10001,12081
10001,12082
10001,12083
10001,12084
10001,12085
10001,12086
10001,12087
10001,12088
10001,12089
10001,12090
10001,12091
10001,12092
10001,12093
10001,12094
10001,12095
10001,12096
10001,12097
10001,12098
10001,12099
10001,12100
10001,12101
10001,12102
10001,12103
10001,12104
10001,12105
10001,12106
10001,12107
10001,12108
10001,12109
10001,12110
10001,12111
10001,12112
10001,12113
10001,12114
10001,12115
10001,12116
10001,12117
10001,12118
10001,12119
10001,12120
10001,12121
10001,12122
10001,12123
10001,12124
10001,12125
10001,12126
10001,12127
10001,12128
10001,12129
10001,12130
10001,12131
10001,12132
10001,12133
10001,12134
10001,12135
10001,12136
10001,12137
10001,12138
10001,12139
10001,12140
10001,12141
10001,12142
10001,12143
10001,12144
10001,12145
10001,12146
10001,12147
10001,12148
10001,12149
10001,12150
10001,12151
10001,12152
10001,12153
10001,12154
10001,12155
10001,12156
10001,12157
10001,12158
10001,12159
10001,12160
10001,12161
10001,12162
10001,12163
10001,12164
10001,12165
10001,12166
10001,12167
10001,12168
10001,12169
10001,12170
10001,12171
10001,12172
10001,12173
10001,12174
10001,12175
10001,12176
10001,12177
10001,12178
10001,12179
10001,12180
10001,12181
10001,12182
10001,12183
10001,12184
10001,12185
10001,12186
10001,12187
10001,12188
10001,12189
10001,12190
10001,12191
10001,12192
10001,12193
10001,12194
10001,12195
10001,12196
10001,12197
10001,12198
10001,12199
10001,12200
10001,12201
10001,12202
10001,12203
10001,12204
10001,12205
10001,12206
10001,12207
10001,12208
10001,12209
10001,12210
10001,12211
10001,12212
10001,12213
10001,12214
10001,12215
10001,12216
10001,12217
10001,12218
10001,12219
10001,12220
10001,12221
10001,12222
10001,12223
10001,12224
10001,12225
10001,12226
10001,12227
10001,12228
10001,12229
10001,12230
10001,12231
10001,12232
10001,12233
10001,12234
10001,12235
10001,12236
10001,12237
10001,12238
10001,12239
10001,12240
10001,12241
10001,12242
10001,12243
10001,12244
10001,12245
10001,12246
10001,12247
10001,12248
10001,12249
10001,12250
10001,12251
10001,12252
10001,12253
10001,12254
10001,12255
10001,12256
10001,12257
10001,12258
10001,12259
10001,12260
10001,12261
10001,12262
10001,12263
10001,12264
10001,12265
10001,12266
10001,12267
10001,12268
10001,12269
10001,12270
10001,12271
10001,12272
10001,12273
10001,12274
10001,12275
10001,12276
10001,12277
10001,12278
10001,12279
10001,12280
10001,12281
10001,12282
10001,12283
10001,12284
10001,12285
10001,12286
10001,12287
10001,12288
10001,12289
10001,12290
10001,12291
10001,12292
10001,12293
10001,12294
10001,12295
10001,12296
10001,12297
10001,12298
10001,12299
10001,12300
10001,12301
10001,12302
10001,12303
10001,12304
10001,12305
10001,12306
10001,12307
10001,12308
10001,12309
10001,12310
10001,12311
10001,12312
10001,12313
10001,12314
10001,12315
10001,12316
10001,12317
10001,12318
10001,12319
10001,12320
10001,12321
10001,12322
10001,12323
10001,12324
10001,12325
10001,12326
10001,12327
10001,12328
10001,12329
10001,12330
10001,12331
